"1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"70",0.08852,0.08178,0.08768,0.08834,0.08307,0.08076,0.08781,0.07493,0.07802,0.08663,0.07491,0.0731,0.06026,0.07547,0.09086,0.07986,0.07201,0.08005,0.08016,0.07069,0.07207,0.08062,0.06936,0.06968,0.07254,0.0766,0.06704,0.0664,0.07493,0.07954,0.0754,0.07393,0.06721,0.07471,0.0733,0.07985,0.076,0.07879,0.07368,0.07235,0.07345,0.07315,0.07209,0.0754,0.07693,0.06944,0.06801,0.0633,0.06327,0.06207,0.06056,0.07174,0.06248,0.06617,0.06134,0.06535,0.06404,0.06129,0.0648,0.06081,0.06156,0.05934,0.06156,0.05885,0.06054,0.05403,0.05251,0.05163,0.06102,0.05399,0.05483,0.05149,0.05573,0.0539,0.05018,0.05214,0.04658,0.05114,0.04825,0.04884,0.04785,0.05185,0.04357,0.04406,0.04583,0.04294,0.04716,0.04921,0.04542,0.04663,0.04747,0.04914,0.04792,0.04477,0.04373,0.04334,0.04012,0.04177,0.04365,0.03984,0.04142,0.04041,0.03864,0.03802,0.03987,0.03802,0.03667,0.036,0.03281,0.03328,0.03344,0.03119,0.03114,0.03039,0.03169,0.03129,0.03246,0.02945,0.02925,0.03074,0.02739,0.02553,0.02514,0.0257,0.02496,0.02383,0.02518,0.01992,0.02125,0.01945,0.0202,0.01916,0.01728,0.01865,0.01741,0.01806,0.01777,0.01708,0.01614,0.01699,0.01512
"71",0.09036,0.09077,0.08152,0.09529,0.08043,0.09133,0.08806,0.0823,0.07664,0.0835,0.08035,0.09673,0.07679,0.06256,0.09347,0.08426,0.08432,0.08143,0.08706,0.08972,0.07709,0.08299,0.07852,0.07291,0.08604,0.08073,0.07871,0.08134,0.0803,0.09216,0.08018,0.07732,0.08048,0.07623,0.07674,0.08857,0.07337,0.08439,0.07817,0.07261,0.07611,0.08738,0.0878,0.07556,0.07753,0.07599,0.07989,0.07521,0.06843,0.07028,0.06508,0.07091,0.07286,0.06945,0.06675,0.06941,0.07229,0.06308,0.06326,0.06775,0.0626,0.06166,0.06171,0.06464,0.068,0.059,0.05528,0.05421,0.06,0.05667,0.06036,0.06003,0.05985,0.0573,0.05489,0.05714,0.0531,0.05259,0.05268,0.04866,0.05345,0.04987,0.04778,0.0508,0.04935,0.05234,0.05077,0.05285,0.04999,0.05347,0.05041,0.05121,0.04795,0.05134,0.05031,0.04757,0.04886,0.04703,0.04912,0.04198,0.04634,0.04135,0.04154,0.04035,0.04116,0.04378,0.03939,0.03872,0.03761,0.03532,0.03628,0.03802,0.0338,0.03265,0.03707,0.03577,0.03234,0.03161,0.03007,0.03186,0.0317,0.02717,0.02839,0.02967,0.02793,0.02644,0.02586,0.0235,0.02169,0.02304,0.02041,0.02131,0.0193,0.01861,0.02059,0.01809,0.01789,0.01755,0.01835,0.0182,0.0173
"72",0.11191,0.08858,0.09227,0.08621,0.09326,0.09566,0.09332,0.08464,0.09565,0.08534,0.09244,0.09544,0.09451,0.08557,0.08761,0.09732,0.10202,0.08897,0.09647,0.09189,0.08745,0.07348,0.08935,0.089,0.08569,0.08669,0.0829,0.09214,0.08718,0.08495,0.0894,0.08196,0.09114,0.08592,0.0855,0.09021,0.09215,0.08634,0.07939,0.07865,0.07995,0.09052,0.09281,0.08391,0.07819,0.08068,0.08828,0.08205,0.08144,0.07189,0.0681,0.07158,0.07277,0.08034,0.07233,0.06389,0.07296,0.07094,0.0645,0.07627,0.07193,0.07065,0.07177,0.07672,0.07118,0.06659,0.06503,0.06549,0.06651,0.06906,0.06394,0.06409,0.06114,0.06415,0.05797,0.06478,0.05868,0.05815,0.05641,0.05729,0.05842,0.05713,0.05725,0.05588,0.05541,0.05748,0.05718,0.05617,0.05397,0.05356,0.05611,0.05148,0.05394,0.0603,0.05509,0.05462,0.05287,0.0491,0.04921,0.04816,0.04654,0.0456,0.04928,0.04477,0.04706,0.04436,0.04539,0.04496,0.04116,0.03988,0.03936,0.03884,0.03943,0.03829,0.03857,0.03742,0.03762,0.03655,0.03675,0.03451,0.0327,0.0302,0.03241,0.03054,0.02842,0.02951,0.02874,0.02645,0.0247,0.02473,0.02371,0.02292,0.02206,0.02151,0.01977,0.01972,0.01936,0.02079,0.01911,0.02036,0.01931
"73",0.11662,0.1021,0.10258,0.11837,0.09863,0.10466,0.10999,0.09841,0.09855,0.10849,0.1012,0.10171,0.10569,0.10591,0.0998,0.07989,0.10084,0.1128,0.09654,0.09675,0.08723,0.09935,0.08536,0.0898,0.10024,0.09539,0.08231,0.09184,0.08616,0.09125,0.08794,0.09044,0.08987,0.09082,0.09058,0.08728,0.08465,0.09013,0.10215,0.08989,0.08348,0.09577,0.10579,0.09452,0.07806,0.08045,0.08658,0.08637,0.09434,0.08794,0.07292,0.0831,0.07885,0.08526,0.0784,0.08769,0.08243,0.07655,0.0726,0.07608,0.07741,0.07895,0.07281,0.08557,0.07837,0.07215,0.07129,0.0685,0.07839,0.07153,0.06621,0.07276,0.06804,0.06891,0.0664,0.06765,0.0671,0.06319,0.05912,0.06159,0.06251,0.06318,0.05907,0.05743,0.05924,0.0592,0.06648,0.06028,0.05662,0.05923,0.06208,0.06237,0.0586,0.06237,0.06025,0.05755,0.0586,0.0542,0.05575,0.05475,0.05168,0.04987,0.05345,0.05148,0.04977,0.04905,0.05064,0.051,0.04655,0.04505,0.04453,0.04305,0.04399,0.04263,0.04005,0.03974,0.04064,0.04206,0.03817,0.03683,0.03649,0.03888,0.03419,0.03435,0.03285,0.03027,0.03111,0.03253,0.02891,0.02671,0.02569,0.02715,0.02478,0.02508,0.02373,0.02291,0.02324,0.02276,0.02149,0.02279,0.02017
"74",0.13223,0.11672,0.1286,0.1241,0.11092,0.113,0.11002,0.11923,0.10172,0.10228,0.12051,0.11428,0.10348,0.11065,0.13117,0.10596,0.08075,0.11509,0.12302,0.10844,0.10879,0.10507,0.09882,0.10195,0.10697,0.10414,0.10192,0.10091,0.10412,0.10667,0.10103,0.101,0.0986,0.10919,0.09777,0.10454,0.09532,0.10201,0.09968,0.10566,0.10351,0.10895,0.10847,0.10171,0.10517,0.09563,0.09357,0.09042,0.10287,0.09933,0.08758,0.09462,0.08435,0.09118,0.08143,0.09098,0.0878,0.08563,0.08492,0.09168,0.08338,0.08613,0.08502,0.08665,0.08883,0.08823,0.07517,0.07729,0.08136,0.08139,0.07934,0.07267,0.07581,0.07591,0.07254,0.07287,0.06904,0.0714,0.0694,0.06526,0.07107,0.07044,0.06576,0.06793,0.06721,0.06646,0.06864,0.07223,0.06799,0.06749,0.06699,0.06555,0.0662,0.06685,0.06511,0.0627,0.05895,0.06363,0.05793,0.05955,0.05967,0.05722,0.05798,0.05627,0.05778,0.05559,0.05168,0.05147,0.05186,0.05381,0.05041,0.04892,0.04639,0.04883,0.04699,0.04721,0.04682,0.04258,0.04179,0.04186,0.0438,0.04112,0.04175,0.03795,0.03488,0.03618,0.03374,0.03336,0.03336,0.03094,0.02979,0.02717,0.02739,0.02814,0.02533,0.02606,0.02383,0.02549,0.0232,0.02467,0.02271
"75",0.12765,0.11898,0.12897,0.13449,0.12184,0.12152,0.11195,0.12004,0.11961,0.11958,0.12461,0.12456,0.12279,0.14241,0.13313,0.12648,0.10196,0.08844,0.11863,0.12298,0.10802,0.11547,0.11111,0.09911,0.11161,0.10495,0.10437,0.10876,0.10011,0.11171,0.1173,0.10052,0.10474,0.11687,0.11548,0.11586,0.10932,0.10461,0.11025,0.10461,0.11202,0.11741,0.11234,0.10367,0.10295,0.10377,0.10238,0.09009,0.09966,0.10299,0.10155,0.10538,0.09523,0.10697,0.08873,0.09856,0.10076,0.08826,0.09166,0.09861,0.09253,0.08865,0.10851,0.09336,0.09813,0.08685,0.09211,0.08636,0.08544,0.08614,0.0868,0.08446,0.08472,0.08171,0.08145,0.0847,0.07833,0.07886,0.07788,0.07306,0.07877,0.0755,0.0696,0.06886,0.07243,0.06836,0.07581,0.07883,0.06603,0.07457,0.0717,0.06952,0.07602,0.0698,0.06716,0.06719,0.06821,0.06641,0.06524,0.06319,0.06506,0.06182,0.05921,0.05924,0.05792,0.05879,0.05667,0.05947,0.05618,0.05531,0.05549,0.05082,0.05283,0.04917,0.05245,0.04897,0.04792,0.0482,0.05099,0.04453,0.04267,0.04525,0.04478,0.04327,0.04186,0.03918,0.03548,0.03842,0.03303,0.03457,0.0345,0.03161,0.03006,0.02987,0.02882,0.03002,0.02736,0.02658,0.02548,0.02734,0.0254
"76",0.132,0.11784,0.12965,0.13876,0.13128,0.12138,0.14034,0.12697,0.13158,0.13726,0.13571,0.12879,0.135,0.13176,0.13748,0.14055,0.12731,0.12466,0.10626,0.1379,0.13443,0.11943,0.11868,0.12007,0.13316,0.11439,0.11954,0.12002,0.12124,0.11998,0.118,0.12132,0.11272,0.10674,0.11399,0.11918,0.11375,0.11858,0.11631,0.10636,0.12035,0.12677,0.12676,0.11698,0.11041,0.1155,0.11922,0.09367,0.09314,0.11216,0.09789,0.12013,0.1123,0.11125,0.10184,0.10069,0.10044,0.09925,0.09804,0.1014,0.10121,0.10438,0.1092,0.10276,0.10309,0.09291,0.10214,0.0931,0.10607,0.09184,0.09422,0.0892,0.0885,0.09319,0.08192,0.09074,0.08278,0.08549,0.08302,0.08923,0.08994,0.08718,0.07973,0.07838,0.07971,0.07549,0.08119,0.09325,0.07065,0.08529,0.07391,0.07702,0.08278,0.07583,0.07924,0.07578,0.07281,0.0718,0.07311,0.06899,0.07234,0.06976,0.07048,0.06842,0.06437,0.06601,0.06021,0.06564,0.05905,0.06262,0.06061,0.05854,0.06012,0.05882,0.05426,0.05667,0.05241,0.05407,0.05014,0.05161,0.0498,0.04762,0.04711,0.04799,0.04479,0.04344,0.04231,0.04133,0.03951,0.0363,0.03713,0.03478,0.03394,0.03493,0.03501,0.03198,0.03234,0.03014,0.03088,0.02995,0.02932
"77",0.14277,0.12566,0.11458,0.14824,0.12793,0.12963,0.13628,0.13858,0.13346,0.14682,0.15044,0.14011,0.14212,0.14611,0.14209,0.15069,0.15245,0.15338,0.13763,0.10349,0.13623,0.13876,0.14211,0.12681,0.12751,0.12496,0.12076,0.12908,0.12801,0.13598,0.12376,0.13333,0.1368,0.13283,0.12687,0.12487,0.14109,0.13533,0.12117,0.12563,0.12561,0.13526,0.12592,0.13511,0.12685,0.10796,0.1281,0.12619,0.12987,0.10417,0.11874,0.11486,0.12752,0.12915,0.108,0.12444,0.10868,0.11234,0.10851,0.1202,0.10768,0.10354,0.11176,0.11555,0.11869,0.10937,0.09761,0.10334,0.12027,0.10414,0.10026,0.10787,0.09649,0.1036,0.09009,0.10048,0.0869,0.08997,0.09376,0.09979,0.09491,0.09442,0.08526,0.08563,0.09547,0.08268,0.09308,0.09273,0.08053,0.09313,0.08269,0.08339,0.08916,0.08932,0.08041,0.08228,0.07897,0.07922,0.07473,0.07507,0.07468,0.06992,0.07539,0.07052,0.0713,0.07407,0.06922,0.06717,0.06839,0.0643,0.06268,0.06322,0.06444,0.06295,0.06597,0.06,0.06022,0.06036,0.05677,0.05808,0.05535,0.05096,0.05767,0.04922,0.05114,0.04782,0.04769,0.04511,0.04207,0.04481,0.03991,0.03787,0.03999,0.04052,0.03837,0.03681,0.03523,0.03513,0.03305,0.03484,0.02974
"78",0.14753,0.14131,0.15503,0.1614,0.14614,0.16939,0.14215,0.15092,0.15141,0.13272,0.15012,0.1565,0.15641,0.14779,0.15993,0.13376,0.13845,0.17423,0.17523,0.1358,0.11278,0.14369,0.16889,0.13997,0.14328,0.14557,0.12892,0.14381,0.13242,0.16309,0.14795,0.14346,0.13393,0.14443,0.14178,0.13643,0.13529,0.14143,0.14242,0.13206,0.12348,0.14059,0.14796,0.14007,0.12485,0.12575,0.14405,0.13068,0.14693,0.12894,0.13321,0.13533,0.13338,0.12953,0.12487,0.131,0.12576,0.11286,0.10602,0.12932,0.12073,0.11717,0.11864,0.12518,0.1304,0.11473,0.11348,0.10787,0.11857,0.11186,0.11257,0.11426,0.10487,0.10974,0.10284,0.10197,0.10357,0.10408,0.09539,0.10541,0.10401,0.1,0.09589,0.0971,0.10133,0.09493,0.09855,0.10492,0.09599,0.09122,0.10004,0.09005,0.09314,0.09581,0.08785,0.09674,0.08366,0.09139,0.08263,0.08553,0.08661,0.08086,0.07996,0.07958,0.07867,0.07905,0.07536,0.07827,0.07076,0.07216,0.07068,0.07183,0.06823,0.0667,0.07199,0.06345,0.06691,0.06836,0.0604,0.06347,0.05942,0.05888,0.05801,0.05808,0.05552,0.05297,0.05178,0.0513,0.04672,0.04562,0.04865,0.04526,0.04147,0.04132,0.04323,0.04064,0.04181,0.03787,0.0346,0.03908,0.03357
"79",0.16591,0.16586,0.15548,0.16404,0.15716,0.15471,0.16143,0.17221,0.15337,0.17541,0.17189,0.16928,0.16239,0.15332,0.15587,0.17231,0.14825,0.17252,0.17571,0.16964,0.15615,0.11324,0.13908,0.16743,0.16097,0.15961,0.15563,0.161,0.14264,0.17444,0.14183,0.15536,0.14673,0.15507,0.14635,0.14947,0.13352,0.15779,0.14581,0.14856,0.15278,0.14846,0.15437,0.16755,0.15322,0.1414,0.14908,0.12397,0.1427,0.14581,0.13296,0.1302,0.13515,0.15458,0.13205,0.14904,0.14837,0.12094,0.12238,0.13833,0.1352,0.13109,0.12318,0.13187,0.14478,0.12239,0.13199,0.12403,0.12631,0.13356,0.1261,0.12582,0.11834,0.12108,0.10861,0.11635,0.11005,0.11356,0.11456,0.11622,0.12123,0.11089,0.10244,0.10263,0.10474,0.10542,0.10236,0.11373,0.10686,0.10608,0.10131,0.09485,0.10884,0.10155,0.09589,0.10024,0.09547,0.09846,0.09723,0.09332,0.09056,0.09021,0.0964,0.08788,0.08931,0.08673,0.09011,0.08198,0.08132,0.08213,0.07925,0.07929,0.07675,0.07556,0.07597,0.07351,0.06851,0.07156,0.0666,0.06871,0.06831,0.06596,0.06525,0.06405,0.06349,0.05854,0.05816,0.05755,0.05102,0.0555,0.05273,0.0517,0.04676,0.04645,0.04683,0.04636,0.04438,0.04202,0.04,0.04306,0.0385
"80",0.1889,0.14828,0.18585,0.18635,0.2007,0.18237,0.18196,0.16839,0.16428,0.1596,0.17797,0.17728,0.18705,0.1549,0.1835,0.17133,0.16952,0.18857,0.18937,0.17929,0.14745,0.1624,0.15091,0.16039,0.17617,0.16625,0.15934,0.16767,0.16097,0.1773,0.16886,0.16732,0.16183,0.16849,0.16752,0.16115,0.14162,0.1625,0.15056,0.15773,0.1595,0.17943,0.15647,0.16866,0.15186,0.1462,0.16635,0.1405,0.15186,0.15181,0.1469,0.14986,0.13862,0.15842,0.13388,0.1448,0.15656,0.12932,0.14358,0.14859,0.13692,0.13777,0.15566,0.15637,0.15778,0.1276,0.13704,0.12852,0.14994,0.13842,0.1354,0.12575,0.12831,0.12342,0.12237,0.12579,0.12078,0.12933,0.11388,0.12747,0.13476,0.11765,0.10728,0.10976,0.11795,0.10738,0.11391,0.12006,0.11077,0.1188,0.10244,0.10408,0.11679,0.10932,0.10956,0.11216,0.10754,0.09898,0.10003,0.10161,0.10165,0.09798,0.10076,0.09671,0.09619,0.09946,0.09621,0.09333,0.09294,0.08862,0.08932,0.0822,0.08565,0.08433,0.08276,0.08252,0.08431,0.08032,0.08023,0.07218,0.07596,0.07398,0.07357,0.07114,0.07204,0.06706,0.06583,0.0657,0.06273,0.05764,0.05772,0.05647,0.05378,0.0543,0.05363,0.05031,0.04977,0.05073,0.04947,0.04853,0.04632
"81",0.17716,0.16905,0.20414,0.18533,0.18969,0.18409,0.17834,0.17897,0.18251,0.18702,0.18663,0.20403,0.17689,0.20031,0.19794,0.17363,0.15717,0.22101,0.19361,0.18511,0.19597,0.17813,0.20371,0.14609,0.16808,0.17371,0.16956,0.16885,0.16161,0.19104,0.1795,0.18453,0.1691,0.17574,0.18205,0.19207,0.16886,0.17744,0.16199,0.16523,0.17505,0.18277,0.17,0.18012,0.16998,0.16758,0.1692,0.1498,0.18399,0.163,0.16492,0.16498,0.15274,0.15086,0.15956,0.1664,0.17227,0.15043,0.14815,0.17767,0.14409,0.15357,0.14826,0.15888,0.16349,0.15777,0.16055,0.14682,0.16699,0.14664,0.13978,0.14873,0.13574,0.13745,0.13562,0.14166,0.13312,0.13773,0.13193,0.13569,0.12879,0.13367,0.12463,0.13237,0.12934,0.11302,0.12907,0.13237,0.11781,0.13458,0.1195,0.12474,0.12013,0.12251,0.11506,0.12018,0.11241,0.1152,0.10879,0.11241,0.11317,0.10633,0.10857,0.10798,0.10322,0.10452,0.10601,0.10572,0.09592,0.09979,0.09637,0.09636,0.09398,0.09316,0.09471,0.1004,0.08802,0.08499,0.08701,0.08408,0.08199,0.08508,0.08003,0.07749,0.08182,0.07315,0.07029,0.07438,0.06946,0.07187,0.06904,0.0654,0.06372,0.06564,0.06116,0.06052,0.05801,0.05926,0.05504,0.05625,0.05236
"82",0.20541,0.18067,0.19642,0.21336,0.21829,0.17443,0.2052,0.1852,0.18079,0.1878,0.20112,0.20891,0.18932,0.1992,0.21064,0.20447,0.17976,0.18051,0.21146,0.20631,0.16868,0.18429,0.1941,0.19942,0.19236,0.18228,0.1859,0.19776,0.1889,0.21871,0.19352,0.18335,0.17294,0.19777,0.19305,0.1987,0.17954,0.16468,0.2019,0.19151,0.16653,0.19126,0.19223,0.18311,0.19623,0.17958,0.20224,0.1559,0.15884,0.17038,0.17347,0.1799,0.17868,0.18491,0.14889,0.18063,0.16418,0.17835,0.15724,0.16441,0.17143,0.14858,0.15735,0.17746,0.17272,0.15715,0.16938,0.15891,0.16866,0.17012,0.15792,0.16659,0.15292,0.16076,0.13859,0.15206,0.14481,0.15944,0.15237,0.14612,0.15426,0.14097,0.13328,0.13528,0.13747,0.13978,0.14291,0.14742,0.13906,0.13729,0.13583,0.12418,0.13753,0.13136,0.13438,0.13172,0.12799,0.12646,0.12378,0.11906,0.11949,0.11555,0.12854,0.11505,0.12548,0.12424,0.10788,0.11768,0.10355,0.10182,0.10834,0.09769,0.10383,0.10543,0.10271,0.10003,0.09956,0.09694,0.0945,0.09608,0.09383,0.08696,0.09211,0.09222,0.08444,0.08644,0.08363,0.07744,0.07691,0.08107,0.07479,0.07087,0.07153,0.07136,0.06991,0.06796,0.06348,0.06213,0.06263,0.06486,0.05845
"83",0.21394,0.19489,0.22089,0.19595,0.17868,0.19554,0.20714,0.20545,0.18326,0.21557,0.19062,0.22805,0.19312,0.21131,0.2259,0.23034,0.20454,0.23608,0.21728,0.21833,0.20357,0.18967,0.20104,0.1897,0.21634,0.15832,0.20071,0.18639,0.18503,0.23282,0.21365,0.20631,0.19566,0.22509,0.20326,0.20958,0.19225,0.18481,0.21041,0.19623,0.19138,0.21926,0.19772,0.20272,0.21864,0.14748,0.21174,0.20058,0.20394,0.20302,0.16953,0.18116,0.18365,0.19407,0.18236,0.18647,0.18241,0.18908,0.18218,0.19774,0.17512,0.18923,0.18343,0.17618,0.194,0.16905,0.16946,0.1807,0.18937,0.17314,0.15999,0.17447,0.15859,0.16582,0.156,0.15826,0.15419,0.15917,0.15846,0.15519,0.15761,0.16745,0.13621,0.1414,0.15024,0.13473,0.15259,0.15626,0.13828,0.1447,0.15538,0.14827,0.15288,0.14438,0.13256,0.13966,0.13423,0.13145,0.1378,0.12399,0.13375,0.12454,0.12316,0.12075,0.13399,0.12626,0.11872,0.13005,0.12057,0.11791,0.11307,0.1144,0.11774,0.11377,0.11343,0.1148,0.10901,0.10728,0.10718,0.10497,0.10175,0.09909,0.10509,0.09897,0.09442,0.09685,0.0944,0.09619,0.08489,0.08713,0.08336,0.08486,0.0828,0.0774,0.07968,0.07265,0.07261,0.07537,0.07022,0.06849,0.06572
"84",0.22112,0.22153,0.21824,0.25032,0.21964,0.21145,0.22244,0.21045,0.22872,0.23042,0.23133,0.22133,0.23575,0.2137,0.25698,0.25411,0.20116,0.23233,0.23588,0.253,0.21016,0.1826,0.19233,0.18601,0.22301,0.20732,0.1883,0.23989,0.20092,0.22127,0.22743,0.23399,0.21367,0.19404,0.22276,0.21816,0.21353,0.2008,0.19742,0.19308,0.20327,0.22557,0.19261,0.22173,0.22443,0.19478,0.20219,0.18813,0.21103,0.21362,0.20421,0.22451,0.20482,0.23372,0.18785,0.20117,0.19612,0.19989,0.18845,0.21768,0.20183,0.18244,0.20759,0.21481,0.197,0.16921,0.20333,0.19091,0.20891,0.18761,0.19247,0.19442,0.17618,0.18037,0.16508,0.18127,0.17515,0.18749,0.17154,0.16912,0.16623,0.15919,0.15922,0.15255,0.1671,0.15705,0.17007,0.17039,0.15037,0.16087,0.1544,0.14394,0.15907,0.16467,0.15676,0.16222,0.14978,0.15381,0.15142,0.14524,0.13973,0.13908,0.13927,0.14165,0.13143,0.132,0.13068,0.13366,0.12792,0.13115,0.12166,0.12292,0.12244,0.11876,0.13171,0.12322,0.12191,0.1151,0.11435,0.1171,0.11317,0.11134,0.1111,0.112,0.10914,0.09915,0.09884,0.10983,0.09513,0.09854,0.09275,0.09074,0.08765,0.09005,0.08573,0.08438,0.08293,0.08867,0.07687,0.08285,0.07925
"85",0.23694,0.24237,0.24688,0.26744,0.249,0.23374,0.23199,0.24332,0.23824,0.22772,0.21779,0.22624,0.22875,0.26015,0.26601,0.25544,0.22315,0.25933,0.25189,0.23972,0.21478,0.26902,0.23853,0.22367,0.22967,0.21495,0.23625,0.20602,0.22329,0.24793,0.21968,0.2186,0.24491,0.23606,0.21321,0.26335,0.19759,0.22457,0.23061,0.22226,0.20996,0.23653,0.24358,0.22453,0.22102,0.21571,0.24534,0.21148,0.21726,0.21137,0.197,0.21207,0.2251,0.21766,0.21116,0.23164,0.23243,0.19624,0.22335,0.22166,0.21686,0.20056,0.25554,0.21803,0.20841,0.18825,0.19837,0.19522,0.23182,0.22676,0.18769,0.21416,0.18915,0.19625,0.17392,0.20703,0.18357,0.19002,0.1868,0.18945,0.18354,0.19599,0.18286,0.17986,0.17142,0.16332,0.18328,0.19184,0.17213,0.1768,0.17145,0.1649,0.16838,0.17236,0.16341,0.16469,0.16205,0.1473,0.14906,0.15699,0.15965,0.14897,0.14578,0.16034,0.15679,0.14834,0.14649,0.14788,0.1344,0.15119,0.13517,0.13701,0.13801,0.13972,0.14664,0.13664,0.11822,0.12953,0.12196,0.12873,0.12213,0.12016,0.12845,0.11419,0.11993,0.11428,0.11299,0.11577,0.10702,0.10885,0.10397,0.10324,0.10717,0.10083,0.09819,0.10125,0.09821,0.09336,0.09002,0.09049,0.08784
"86",0.2756,0.25075,0.2614,0.27246,0.26311,0.24853,0.25083,0.24613,0.23981,0.27036,0.25414,0.26204,0.27574,0.27285,0.28704,0.26885,0.27226,0.27106,0.28493,0.25769,0.23502,0.26484,0.25395,0.24318,0.2679,0.22344,0.25801,0.25967,0.24688,0.28159,0.28546,0.22751,0.25414,0.24808,0.21846,0.24131,0.22616,0.23919,0.27836,0.23942,0.23229,0.23497,0.27031,0.24063,0.26865,0.22345,0.22922,0.22034,0.24388,0.23885,0.23184,0.24877,0.23117,0.23259,0.20345,0.25328,0.23109,0.20645,0.22432,0.26312,0.20645,0.20856,0.239,0.21786,0.24742,0.23595,0.22185,0.2134,0.24747,0.2226,0.22811,0.20785,0.19692,0.21943,0.19761,0.20801,0.18832,0.21169,0.19743,0.21118,0.23596,0.21132,0.18584,0.19076,0.19411,0.19019,0.21135,0.21411,0.19391,0.19415,0.19149,0.17503,0.19819,0.17911,0.19338,0.18269,0.16477,0.17025,0.181,0.16827,0.16422,0.15676,0.16528,0.15468,0.16146,0.16335,0.16219,0.16262,0.15656,0.15678,0.14528,0.13591,0.14676,0.14923,0.1632,0.14019,0.14502,0.143,0.13994,0.13196,0.13318,0.14055,0.14262,0.13004,0.1295,0.12588,0.12779,0.13093,0.11727,0.12065,0.11563,0.11896,0.11704,0.11808,0.11463,0.10845,0.11067,0.10853,0.10813,0.10111,0.10368
"87",0.29452,0.26935,0.27582,0.28953,0.27749,0.26368,0.26458,0.26121,0.25368,0.2862,0.26974,0.27665,0.27942,0.29289,0.29426,0.28304,0.25305,0.2861,0.29218,0.27225,0.24919,0.27056,0.25874,0.25949,0.29389,0.25677,0.2546,0.25726,0.26503,0.2793,0.29388,0.26369,0.26442,0.27164,0.25892,0.30057,0.24906,0.26717,0.25763,0.2561,0.26962,0.30376,0.27123,0.27169,0.24711,0.2376,0.26353,0.22806,0.26994,0.27636,0.24431,0.25846,0.22022,0.23019,0.24084,0.26309,0.28101,0.21781,0.27942,0.28177,0.25119,0.24282,0.26069,0.26699,0.27949,0.24422,0.2171,0.25066,0.27901,0.25689,0.19788,0.24824,0.21566,0.19622,0.2305,0.24348,0.22526,0.22582,0.22954,0.23251,0.24171,0.21765,0.20522,0.20751,0.21846,0.19484,0.22512,0.22416,0.20353,0.20258,0.2246,0.18006,0.20991,0.18958,0.18874,0.2101,0.17646,0.18851,0.18884,0.18718,0.18977,0.17202,0.18429,0.18223,0.18458,0.17846,0.16954,0.17715,0.17263,0.16635,0.16023,0.1667,0.16145,0.16503,0.17172,0.15698,0.15722,0.14881,0.1583,0.14903,0.15231,0.14855,0.14818,0.15264,0.14229,0.14373,0.13853,0.14824,0.13173,0.13399,0.13719,0.13426,0.12256,0.12256,0.12222,0.12343,0.1192,0.12362,0.1197,0.12128,0.11244
"88",0.3137,0.28837,0.29046,0.30683,0.29208,0.27913,0.27857,0.2766,0.26785,0.3062,0.28562,0.29149,0.29682,0.3135,0.31128,0.30054,0.26805,0.30133,0.30935,0.28706,0.26369,0.28887,0.27345,0.2772,0.31493,0.273,0.27012,0.27209,0.28361,0.29464,0.28608,0.27903,0.28868,0.29,0.2784,0.29886,0.27705,0.2723,0.29071,0.27251,0.27937,0.29641,0.29177,0.28047,0.29514,0.25255,0.32592,0.25401,0.262,0.27145,0.24287,0.31286,0.26363,0.26222,0.25844,0.30514,0.27412,0.25426,0.24422,0.26728,0.26441,0.25169,0.24997,0.29734,0.27892,0.24558,0.25397,0.25358,0.28324,0.26874,0.27183,0.25506,0.23366,0.25671,0.23917,0.25361,0.2413,0.27489,0.24055,0.24421,0.27984,0.24794,0.24376,0.21394,0.23342,0.19724,0.22112,0.24397,0.20948,0.21985,0.23713,0.20366,0.21762,0.2132,0.20871,0.20458,0.20129,0.21852,0.1829,0.18619,0.20728,0.19187,0.1894,0.1802,0.19142,0.20501,0.18661,0.19847,0.18595,0.18863,0.1843,0.17162,0.17384,0.17836,0.18415,0.17299,0.18091,0.17901,0.169,0.17275,0.16458,0.17005,0.16898,0.16541,0.16009,0.14895,0.15081,0.15493,0.14231,0.15321,0.15089,0.14913,0.1451,0.14036,0.1497,0.13595,0.13463,0.13521,0.12905,0.13905,0.12635
